"","factor","gdppc.gap.ln_l","AME","SE","z","p","lower","upper","model"
"2389","gdppc.gap.ln_l",9.59146454710798,-0.0770464432182446,0.0291053374917389,-2.64715855777701,0.00811712840778319,-0.134091856459936,-0.0200010299765525,"optimal"
"2390","gdppc.gap.ln_l",9.79146454710798,-0.085261807083251,0.0300504379728786,-2.83728999757682,0.00454982662177198,-0.144159583229748,-0.0263640309367539,"optimal"
"2391","gdppc.gap.ln_l",9.99146454710798,-0.0908611017898675,0.0294382435607439,-3.0864987444778,0.00202528801912069,-0.148558998937045,-0.0331632046426927,"optimal"
"2392","gdppc.gap.ln_l",10.191464547108,-0.0936472461295832,0.0271903265382744,-3.44413834080884,0.000572882495454683,-0.146939306872485,-0.040355185386682,"optimal"
"2393","gdppc.gap.ln_l",10.391464547108,-0.0935777066500674,0.0234925176597109,-3.9832983422867,6.79653452742683e-05,-0.139622195169271,-0.0475332181308621,"optimal"
"2394","gdppc.gap.ln_l",10.591464547108,-0.0907897903353711,0.018837163132749,-4.8197167320556,1.4376219897269e-06,-0.127709951646465,-0.0538696290242777,"optimal"
"2395","gdppc.gap.ln_l",10.791464547108,-0.0856023606574757,0.0141326111210749,-6.05708031758006,1.38614388273708e-09,-0.113301769462292,-0.0579029518526583,"optimal"
"2396","gdppc.gap.ln_l",10.991464547108,-0.0784895636998867,0.0109197955958114,-7.18782352757531,6.58322723817964e-13,-0.099891969786217,-0.057087157613558,"optimal"
"2397","gdppc.gap.ln_l",11.191464547108,-0.0700294288924761,0.0107685677988482,-6.50313302572755,7.86641740056971e-11,-0.0911354339432957,-0.0489234238416551,"optimal"
"2398","gdppc.gap.ln_l",11.391464547108,-0.060837221192339,0.0128776714404199,-4.7242408283058,2.30976570770844e-06,-0.086076993420302,-0.0355974489643761,"optimal"
"2399","gdppc.gap.ln_l",11.591464547108,-0.0514973940932381,0.015249236373248,-3.37704740308051,0.000732684220427627,-0.0813853481765429,-0.0216094400099343,"optimal"
"2400","gdppc.gap.ln_l",11.791464547108,-0.0425074523392269,0.0168498988136681,-2.52271261740433,0.011645352738537,-0.0755326471571601,-0.0094822575212927,"optimal"
"2401","gdppc.gap.ln_l",5.99146454710798,0.0785750284668159,0.0128801909939422,6.10045522646142,1.05766806557751e-09,0.0533303180046917,0.103819738928939,"nearest"
"2402","gdppc.gap.ln_l",6.19146454710798,0.0852394113903569,0.0128909525653842,6.61234388676976,3.78281964518241e-11,0.0599736086357888,0.110505214144923,"nearest"
"2403","gdppc.gap.ln_l",6.39146454710798,0.0899634196438095,0.0171899779793321,5.23348079630902,1.66347296320272e-07,0.0562716819092812,0.123655157378336,"nearest"
"2404","gdppc.gap.ln_l",6.59146454710798,0.092312937137708,0.0231472121979739,3.98808013458261,6.66101654065799e-05,0.0469452348871723,0.137680639388242,"nearest"
"2405","gdppc.gap.ln_l",6.79146454710798,0.0920059857371769,0.0287958879619507,3.19510847725024,0.00139778292225271,0.035567082428902,0.14844488904545,"nearest"
"2406","gdppc.gap.ln_l",6.99146454710798,0.0889337594800553,0.0331701877311239,2.68113524713663,0.00733728548640169,0.0239213861666208,0.153946132793491,"nearest"
"2407","gdppc.gap.ln_l",7.19146454710798,0.08315590658289,0.0358108870372785,2.32208452408136,0.0202283848208284,0.0129678577353909,0.153343955430387,"nearest"
"2408","gdppc.gap.ln_l",7.39146454710798,0.0748748455786375,0.0365960255256998,2.04598298594081,0.04075804466105,0.00314795357095636,0.146601737586317,"nearest"
"2409","gdppc.gap.ln_l",7.59146454710798,0.0643980207195673,0.0356363544689188,1.80708778098314,0.0707485935251292,-0.00544795057981645,0.134243992018951,"nearest"
"2410","gdppc.gap.ln_l",7.79146454710798,0.0520978922710905,0.0332233402281942,1.568111210771,0.116855180659378,-0.0130186580222915,0.117214442564471,"nearest"
