"","var","coef","se","model"
"I(gdppc.gap.ln_l^2)40","I(gdppc.gap.ln_l^2)",-0.211846245333147,0.0735784851407222,"nearest"
"(Intercept)130","(Intercept)",-17.3940136883528,5.45718476419877,"optimal"
"gdppc.gap.ln_l130","gdppc.gap.ln_l",3.89442904565972,1.27105843817036,"optimal"
"I(gdppc.gap.ln_l^2)130","I(gdppc.gap.ln_l^2)",-0.223788958989558,0.0733864571407816,"optimal"
"(Intercept)41","(Intercept)",-18.9572943757443,5.4163969885551,"nearest"
"gdppc.gap.ln_l41","gdppc.gap.ln_l",4.26669325636582,1.26035795319209,"nearest"
"I(gdppc.gap.ln_l^2)41","I(gdppc.gap.ln_l^2)",-0.245587891840059,0.0726935667179711,"nearest"
"(Intercept)131","(Intercept)",-19.0740678430454,5.45925053199208,"optimal"
"gdppc.gap.ln_l131","gdppc.gap.ln_l",4.30047142024454,1.27163828049348,"optimal"
"I(gdppc.gap.ln_l^2)131","I(gdppc.gap.ln_l^2)",-0.247897125998291,0.0734148077260451,"optimal"
"(Intercept)42","(Intercept)",-17.7699710813231,5.47928403664111,"nearest"
"gdppc.gap.ln_l42","gdppc.gap.ln_l",3.97448830429265,1.27438969128265,"nearest"
"I(gdppc.gap.ln_l^2)42","I(gdppc.gap.ln_l^2)",-0.227960810789937,0.0734726212308458,"nearest"
"(Intercept)132","(Intercept)",-17.9089768413044,5.46032350464309,"optimal"
"gdppc.gap.ln_l132","gdppc.gap.ln_l",4.00966321028463,1.27056313588816,"optimal"
"I(gdppc.gap.ln_l^2)132","I(gdppc.gap.ln_l^2)",-0.230132371109238,0.0732875149503474,"optimal"
"(Intercept)43","(Intercept)",-16.7227907170634,5.51487266386184,"nearest"
"gdppc.gap.ln_l43","gdppc.gap.ln_l",3.73353024024245,1.28153233756944,"nearest"
"I(gdppc.gap.ln_l^2)43","I(gdppc.gap.ln_l^2)",-0.214309828685368,0.0738245421519937,"nearest"
