"","var","coef","se","model"
"year19594","year1959",-0.378709532335161,0.097676485294437,"imp13.csv"
"year19604","year1960",1.79851809340648,0.494075029688128,"imp13.csv"
"year19614","year1961",0.348938931811984,0.697620079257821,"imp13.csv"
"year19624","year1962",0.316010066700577,0.696459725687182,"imp13.csv"
"year19634","year1963",0.408303284036164,0.68118394946532,"imp13.csv"
"year19644","year1964",0.862170946093276,0.5860262221531,"imp13.csv"
"year19654","year1965",0.749592389230122,0.59201359067168,"imp13.csv"
"year19664","year1966",-0.731537062077641,0.125195586180879,"imp13.csv"
"year19674","year1967",-0.532990656317037,0.107323442903358,"imp13.csv"
"year19684","year1968",1.03194738728461,0.60799661849526,"imp13.csv"
"year19694","year1969",-0.709568193306012,0.122769136249823,"imp13.csv"
"year19704","year1970",0.967804393199412,0.597721831235878,"imp13.csv"
"year19714","year1971",-0.783277534335055,0.115415608999633,"imp13.csv"
"year19724","year1972",0.269727169055121,0.685883136827037,"imp13.csv"
"year19734","year1973",0.990264039977187,0.549146873935516,"imp13.csv"
