"","var","coef","se","model"
"year19882","year1988",0.0556826504816538,0.704723466892219,"imp11.csv"
"year19892","year1989",1.05748602142244,0.490868524368429,"imp11.csv"
"year19902","year1990",0.494078432903606,0.583319531364032,"imp11.csv"
"year19912","year1991",0.570723130023216,0.559234694715127,"imp11.csv"
"year19922","year1992",-0.241062611024183,0.666091466105601,"imp11.csv"
"year19932","year1993",-1.24283287469667,0.160698565602886,"imp11.csv"
"year19942","year1994",-1.20178588034721,0.162356103970994,"imp11.csv"
"year19952","year1995",-1.1420452811605,0.160447714670767,"imp11.csv"
"year19962","year1996",-1.19616832257274,0.17213940670191,"imp11.csv"
"year19972","year1997",-1.19516217982214,0.174070310723873,"imp11.csv"
"year19982","year1998",-0.125049145197369,0.689614024975321,"imp11.csv"
"year19992","year1999",-1.22155625834291,0.176260447855316,"imp11.csv"
"year20002","year2000",0.902259507710621,0.468847836015539,"imp11.csv"
"year20012","year2001",0.745221685362065,0.533110053617242,"imp11.csv"
"year20022","year2002",-0.266286600196209,0.714062143608518,"imp11.csv"
"year20032","year2003",0.527723993193223,0.552154729956909,"imp11.csv"
"year20042","year2004",0.929794738580693,0.447652378674263,"imp11.csv"
"year20052","year2005",0.71641667646017,0.454041149633079,"imp11.csv"
"year20062","year2006",1.04862528911477,0.456767224792213,"imp11.csv"
"year20072","year2007",0.922444579899061,0.465568756677443,"imp11.csv"
"year20082","year2008",0.91484149578383,0.465152395600875,"imp11.csv"
"year20092","year2009",1.14180470651932,0.442660700964083,"imp11.csv"
"year20102","year2010",0.29086778096418,0.556750344434155,"imp11.csv"
"year20112","year2011",1.54538748345812,0.40226596267463,"imp11.csv"
"year20122","year2012",-0.119646323841278,0.614229635782418,"imp11.csv"
"year20132","year2013",1.19845445751674,0.431480319438819,"imp11.csv"
"year20142","year2014",0.59143378098669,0.511748355783859,"imp11.csv"
"year20152","year2015",0.863037050743122,0.419017390115668,"imp11.csv"
"year20162","year2016",0.254885796793459,0.609362434799273,"imp11.csv"
"year20172","year2017",0.23163422058171,0.554887428873035,"imp11.csv"
"year20182","year2018",0.410352494262981,0.546929054969865,"imp11.csv"
"year20192","year2019",1.04668808515884,0.440408276827627,"imp11.csv"
"(Intercept)3","(Intercept)",-24.5101352153614,4.47540713682505,"imp12.csv"
"gdppc.gap.ln_l3","gdppc.gap.ln_l",4.10133120479456,0.996557881481007,"imp12.csv"
"I(gdppc.gap.ln_l^2)3","I(gdppc.gap.ln_l^2)",-0.229704939492471,0.0552793520150448,"imp12.csv"
"growth.gap.5_l3","growth.gap.5_l",0.193913746027663,1.16356498908958,"imp12.csv"
"pop_ln_l3","pop_ln_l",0.162419113840095,0.0454707320512193,"imp12.csv"
"polity2_l3","polity2_l",-0.0178340982085255,0.0117136568674112,"imp12.csv"
"I(polity2_l^2)3","I(polity2_l^2)",-0.00321914637167392,0.00282046981474367,"imp12.csv"
"Polity5_durable_ln_l3","Polity5_durable_ln_l",-0.206243554140003,0.0678964734034838,"imp12.csv"
"BESS_plus_WB_Urbanization_l3","BESS_plus_WB_Urbanization_l",0.00378026015446083,0.00535557989182847,"imp12.csv"
"VDEM_v2x_execorr_l3","VDEM_v2x_execorr_l",0.88465878392994,0.362325547565996,"imp12.csv"
"Mean_year_schooling_interpolated_l3","Mean_year_schooling_interpolated_l",0.0308911017831563,0.0381109790651347,"imp12.csv"
"oil.pc.ln_l3","oil.pc.ln_l",-0.0279721879990261,0.0158073639207881,"imp12.csv"
"sum.rev.q.nonviol3","sum.rev.q.nonviol",0.539164396778047,0.16935874757308,"imp12.csv"
"sum.rev.q.nonviol_l3","sum.rev.q.nonviol_l",0.196876825753487,0.160019261138543,"imp12.csv"
"cumsum.unarmed.rev.q3","cumsum.unarmed.rev.q",0.262624491783717,0.0505621452738135,"imp12.csv"
"year19513","year1951",0.0123669463434055,0.0306839146645083,"imp12.csv"
"year19523","year1952",1.05009240663276,0.669040268836402,"imp12.csv"
"year19533","year1953",-0.0470113474893541,0.0527589969998477,"imp12.csv"
"year19543","year1954",-0.121392648905573,0.0755340114836973,"imp12.csv"
"year19553","year1955",-0.112227147106536,0.0725498399322419,"imp12.csv"
"year19563","year1956",-0.194159825731855,0.0717479805346873,"imp12.csv"
"year19573","year1957",-0.159945502759229,0.0758474958581515,"imp12.csv"
"year19583","year1958",-0.134878726714696,0.0832699601319227,"imp12.csv"
"year19593","year1959",-0.15372236878303,0.0769365809659322,"imp12.csv"
"year19603","year1960",0.807419735266335,0.686464448764351,"imp12.csv"
"year19613","year1961",-0.32845530420275,0.0878272595637946,"imp12.csv"
"year19623","year1962",-0.407574175943653,0.0933794233105367,"imp12.csv"
"year19633","year1963",0.643142819837311,0.678625728058117,"imp12.csv"
"year19643","year1964",0.607723978734452,0.663579875909885,"imp12.csv"
"year19653","year1965",-0.538828740313798,0.105885775412651,"imp12.csv"
"year19663","year1966",-0.493742822114064,0.0960654277794479,"imp12.csv"
"year19673","year1967",-0.538475331698742,0.101012313436067,"imp12.csv"
"year19683","year1968",0.516166856240603,0.681598523227294,"imp12.csv"
"year19693","year1969",-0.567111963951974,0.0985213803744278,"imp12.csv"
"year19703","year1970",-0.597427842647308,0.101991568488994,"imp12.csv"
"year19713","year1971",-0.651942002507975,0.107021939907918,"imp12.csv"
"year19723","year1972",-0.635251318816625,0.10720379678688,"imp12.csv"
"year19733","year1973",0.884963471200835,0.595906380054679,"imp12.csv"
"year19743","year1974",-0.691319820423115,0.114581806615632,"imp12.csv"
"year19753","year1975",-0.708346044626975,0.110638615121962,"imp12.csv"
