"","var","coef","se","model"
"year19792","year1979",0.928051758745823,0.544566447888458,"imp11.csv"
"year19802","year1980",0.689431756665034,0.579890212762729,"imp11.csv"
"year19812","year1981",0.126163652077516,0.694586483440182,"imp11.csv"
"year19822","year1982",0.595309564104115,0.564633779750965,"imp11.csv"
"year19832","year1983",1.03809434406757,0.505162585937242,"imp11.csv"
"year19842","year1984",0.597467588438495,0.542766345229401,"imp11.csv"
"year19852","year1985",0.598794937167823,0.5115226291376,"imp11.csv"
"year19862","year1986",0.784230637260721,0.538346561711715,"imp11.csv"
"year19872","year1987",1.57670530138691,0.414023638988998,"imp11.csv"
"year19882","year1988",-0.187107707711723,0.666618979097041,"imp11.csv"
"year19892","year1989",1.63250780654094,0.41263860677419,"imp11.csv"
"year19902","year1990",1.78156131321952,0.358023762238348,"imp11.csv"
"year19912","year1991",0.679355794305292,0.442784689897725,"imp11.csv"
"year19922","year1992",0.755871478031328,0.47294239657875,"imp11.csv"
"year19932","year1993",-0.111158077439466,0.601067769284491,"imp11.csv"
"year19942","year1994",-0.422335187469011,0.686097879651892,"imp11.csv"
"year19952","year1995",-0.1629876148,0.685739412941724,"imp11.csv"
"year19962","year1996",-1.27444538555089,0.156246885140075,"imp11.csv"
"year19972","year1997",0.59239500461016,0.557007938351768,"imp11.csv"
"year19982","year1998",0.0198570543872692,0.576941290105116,"imp11.csv"
"year19992","year1999",1.15007667634096,0.44069454928455,"imp11.csv"
"year20002","year2000",1.12294848895851,0.388413904189513,"imp11.csv"
"year20012","year2001",0.367629655187182,0.548814091832989,"imp11.csv"
"year20022","year2002",0.135445189916844,0.581654077599323,"imp11.csv"
"year20032","year2003",0.442364104717094,0.464052206182967,"imp11.csv"
"year20042","year2004",0.220902735982252,0.504765589872183,"imp11.csv"
"year20052","year2005",1.0539604434111,0.399236946536185,"imp11.csv"
"year20062","year2006",0.477163649575724,0.519735155077623,"imp11.csv"
"year20072","year2007",1.12542009736036,0.388341265380995,"imp11.csv"
"year20082","year2008",0.259420368140391,0.514197191868324,"imp11.csv"
"year20092","year2009",1.00206462056613,0.440419492900421,"imp11.csv"
"year20102","year2010",0.492587882582976,0.48622668892153,"imp11.csv"
"year20112","year2011",1.14547080851462,0.393888416753178,"imp11.csv"
"year20122","year2012",0.705748310298221,0.456133102713514,"imp11.csv"
"year20132","year2013",0.78025620273452,0.41670577282905,"imp11.csv"
"year20142","year2014",1.01408421721392,0.438768715130683,"imp11.csv"
"year20152","year2015",1.03820377093276,0.395558880835826,"imp11.csv"
"year20162","year2016",0.369518562012562,0.499204715737847,"imp11.csv"
"year20172","year2017",1.15707972193263,0.408914038637397,"imp11.csv"
"year20182","year2018",0.222467000887146,0.502294468888245,"imp11.csv"
"year20192","year2019",1.20302269364476,0.370936262489127,"imp11.csv"
