"","iso3c","year","region","NVC_1.3_NONVIOL","NVC_1.3_VIOL","unarmed.rev.q","armed.rev.q","sum.nvc.nonviol","sum.rev.q.nonviol","sum.nvc.viol","sum.rev.q.viol","sum.nvc.nonviol_l","sum.rev.q.nonviol_l","sum.nvc.viol_l","sum.rev.q.viol_l","cumsum.nvc.nonviol","cumsum.unarmed.rev.q","cumsum.nvc.viol","cumsum.armed.rev.q","polity2_l","gdppc.gap.ln_l","BESS_plus_WB_Urbanization_l","WPP_15_24_share_15plus_l","Mean_year_schooling_interpolated_l","Polity5_durable_ln_l","VDEM_v2x_execorr_l","pop_ln_l","v2xeg_eqdr_l","oil.pc.ln_l","discrimpop_l","polity2_l.sq","growth.gap.5_l"
"55","AFG",1966,"Southern Asia","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,2,1,-7,7.30249642372733,9.904,0.33311802771353,0.184229552594689,0.693147180559945,0.461,9.16588125028736,0.23,-9.15322874816499,0.117,49,-0.00545065306283732
"56","AFG",1965,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-7,7.3031700512368,9.586,0.333321311387101,0.1753357121246,0,0.461,9.14372118107911,0.23,3.24177880878206,0.117,49,-0.00240966770323485
"57","AFG",1964,"Southern Asia","0",0,0,0,"0","0","0","0","0","1","0","0",0,0,2,1,-10,7.30854279753919,9.276,0.332905378717756,0.166441871654512,1.4844146110753,0.461,9.12232461804158,0.221,5.40876432464831,0.117,100,0
"58","AFG",1963,"Southern Asia","0",0,0,0,"0","1","0","0","0","0","1","0",0,0,2,1,-10,7.31188616407716,8.976,0.332129401931032,0.157548031184424,3.47837938000813,0.461,9.10153465062904,0.201,10.6990408746974,0.117,100,0.00775871361552856
"59","AFG",1962,"Southern Asia","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,2,1,-10,7.31721240835984,8.684,0.330953786045034,0.148654190714335,2.1741521793471,0.461,9.08138591774238,0.201,-2.16778757782076,0.117,100,0.00483894571741139
"60","AFG",1961,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.32974968904151,8.221,0.329655966729556,0.139760350244247,2.20629212740108,0.461,9.06212640163129,0.201,5.28434990264851,0.117,100,0.0124448522426681
"61","AFG",1960,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.31521838975297,7.76,0.328523529390373,0.134678155689911,4.89199181794332,0.461,9.04407460832452,0.201,3.71594394879953,0.117,100,0.00967820844647669
"62","AFG",1959,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.30854279753919,7.52,0.327718540316434,0.129595961135574,2.76448677060978,0.461,9.02807799343116,0.201,-0.966491696004614,0.117,100,0.0091828393129898
"63","AFG",1958,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.27309259599952,7.29,0.327156027829604,0.124513766581238,2.65272533305006,0.461,9.01313274538525,0.201,2.19043129041263,0.117,100,0.0103974995634053
"64","AFG",1957,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","1","0",0,0,2,1,-10,7.29301767977278,7.05,0.32673497516788,0.119431572026902,2.7284342934884,0.461,8.99810300642144,0.201,-3.17340206658382,0.117,100,0.0176250339136217
"65","AFG",1956,"Southern Asia","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,2,1,-10,7.26752542782817,6.82,0.326381383996748,0.114349377472566,1.84176433884427,0.461,8.98368196328164,0.201,4.00481348724015,0.117,100,0.0149182413224745
"66","AFG",1955,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.26682734752059,6.61,0.325974564153478,0.107996634279645,3.37703866601644,0.461,8.97008690226899,0.201,-1.25617468589647,0.117,100,0.0149290577614691
"67","AFG",1954,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.26262860097424,6.41,0.325424962747091,0.101643891086725,2.29511665292153,0.461,8.95732320199594,0.201,1.70502096927781,0.117,100,0.0140893084521991
"68","AFG",1953,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.2211050981825,6.21,0.324720254790337,0.0952911478938045,2.22013653375706,0.461,8.94475013464913,0.196,4.62762036308408,0.117,100,0.00593515362922332
"69","AFG",1952,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.20489251020467,6,0.323928764110632,0.0889384047008842,4.5174808279568,0.461,8.93215129809433,0.186,0.0782168821352336,0.117,100,0.00284329517449322
"70","AFG",1951,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.1929342212158,5.8,0.32312378721901,0.082585661507964,3.33652948733154,0.461,8.92004970008545,0.186,-3.29404468250076,0.117,100,0.00333593783973107
"71","AFG",1950,"Southern Asia","0",0,0,0,"0","0","0","0","0","0","0","0",0,0,2,1,-10,7.19218205871325,5.558191,0.306885515955641,0.460344235930069,2.39960096910196,0.461,8.60613817697108,0.186,2.40120130215794,0.117,100,0.00364474779129029
"72","AGO",2019,"Sub-Saharan Africa","0",0,0,0,"0","1","0","0","0","0","0","1",0,0,2,1,-2,8.84419212624497,65.514,0.343051821149947,5.626794086,2.83321334405622,0.512,10.3505274277601,0.211,10.2237934945253,0,4,-0.0320952350658018
"73","AGO",2018,"Sub-Saharan Africa","0",0,0,0,"0","0","0","1","1","1","1","1",0,0,2,1,-2,8.89713534229332,64.839,0.343509531650781,5.521099768,2.77258872223978,0.684,10.315882857924,0.211,10.3551084690547,0,4,-0.0189351631838804
"74","AGO",2017,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","1","0","0","1",0,0,2,1,-2,8.93181623730917,64.149,0.344410243195712,5.417390823,2.70805020110221,0.921,10.2803729744122,0.17,10.44037499744,0,4,-0.00278146702924609
"75","AGO",2016,"Sub-Saharan Africa","0",0,0,0,"1","0","0","1","1","1","1","1",0,0,2,1,-2,8.99168672593482,63.446,0.345777529899677,5.315629959,2.63905732961526,0.921,10.2445108814937,0.17,10.5037738263721,0,4,0.00875012384523082
"76","AGO",2015,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","1","1","0","0",0,0,2,1,-2,9.01675562290352,62.731,0.347514388362078,3.990689993,2.56494935746154,0.921,10.2083340878866,0.17,10.4829444264119,0,4,0.0123905740105098
"77","AGO",2014,"Sub-Saharan Africa","0",0,0,0,"1","1","0","0","0","0","1","1",0,0,2,1,-2,9.00466830157398,62.002,0.349476254434025,3.950236224,2.484906649788,0.921,10.1714898166492,0.17,10.5426818525109,0,4,0.00802011979447315
"78","AGO",2013,"Sub-Saharan Africa","0",0,0,0,"0","0","1","1","1","1","1","1",0,0,2,1,-2,8.99181115821272,61.268,0.351496399288811,3.909782456,2.39789527279837,0.935,10.1341345822139,0.177,10.5810921708238,0,4,0.0298991222741709
"79","AGO",2012,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","1","1","1","1",0,0,2,1,-2,8.9457235724554,60.528,0.353424099771967,3.869328687,2.30258509299405,0.935,10.0965475577548,0.177,10.5796595921901,0,4,0.0644021075322975
"80","AGO",2011,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","1","1","0","0",0,0,2,1,-2,8.94793610670867,59.783,0.355196325673991,3.828874918,2.19722457733622,0.935,10.0589595946938,0.177,10.6979732965364,0,4,0.117900841535475
"81","AGO",2010,"Sub-Saharan Africa","0",0,0,0,"1","1","0","0","1","0","0","1",0,0,2,1,-2,8.95480275285097,59.034,0.356730830640843,3.788421149,2.07944154167984,0.935,10.0216115967092,0.17,10.7022644825072,0,4,0.15749015315898
"82","AGO",2009,"Sub-Saharan Africa","0",0,0,0,"1","0","0","1","0","0","1","1",0,0,2,1,-2,8.96456770260161,58.282,0.357889304244163,3.747967381,1.94591014905531,0.935,9.9846767719446,0.169,10.8093661053216,0,4,0.183859997198762
"83","AGO",2008,"Sub-Saharan Africa","0",0,0,0,"0","0","1","1","1","1","0","1",0,0,2,1,-2,8.84231554684186,57.524,0.358616673511771,3.707513612,1.79175946922805,0.935,9.94796767992207,0.169,10.7178549659275,0,4,0.173900952544092
"84","AGO",2007,"Sub-Saharan Africa","0",0,0,0,"1","1","0","1","0","0","1","1",0,0,2,1,-2,8.62371303479391,56.764,0.358871206792696,3.667059843,1.6094379124341,0.935,9.91157181167682,0.169,10.5869708629591,0,4,0.160976118198101
"85","AGO",2006,"Sub-Saharan Africa","0",0,0,0,"0","0","1","1","1","1","1","1",0,0,2,1,-2,8.3584318990313,56,0.358662232335099,3.626606075,1.38629436111989,0.935,9.87565162803802,0.169,10.5275652961781,0,4,0.122167012067682
"86","AGO",2005,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","0","0","0","0",0,0,2,1,-2,8.16735198705607,54.827,0.358052925683853,3.586152306,1.09861228866811,0.935,9.84007506385265,0.169,10.4287481883978,0,4,0.095596175905276
"87","AGO",2004,"Sub-Saharan Africa","0",0,0,0,"0","0","0","0","0","0","1","1",0,0,2,1,-2,8.0452677166078,53.645,0.357066526569249,3.545698537,0.693147180559945,0.935,9.80501120320282,0.169,10.2213932789821,0,4,0.0807406550693663
"88","AGO",2003,"Sub-Saharan Africa","0",0,0,0,"0","0","1","1","1","0","1","1",0,0,2,1,-2,7.9728107841214,52.461,0.355722650974436,3.505244769,0,0.882,9.77087793494643,0.088,10.2959577243468,0.47,4,0.0803704401904788
"89","AGO",2002,"Sub-Saharan Africa","0",0,0,0,"1","0","1","1","1","1","0","0",0,0,2,1,-6,7.8188324438034,51.274,0.354109215041828,3.464791,1.6094379124341,0.882,9.73752661789398,0.081,10.1302572813148,0.47,36,0.0686986414473335
"90","AGO",2001,"Sub-Saharan Africa","0",0,0,0,"1","1","0","0","1","1","1","1",0,0,2,1,-6,7.74759683869289,50.087,0.352333682524692,3.425696188,1.38629436111989,0.882,9.70467447507724,0.081,10.1712831941803,0.47,36,0.0846213718688707
"91","AGO",2000,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","0","0","1","1",0,0,2,1,-6,7.68937110752969,48.897,0.350489288869277,3.387042502,1.09861228866811,0.882,9.67223322890546,0.079,10.1996453666934,0.47,36,0.105549820918101
"92","AGO",1999,"Sub-Saharan Africa","0",0,0,0,"0","0","1","1","0","0","1","0",0,0,2,1,-6,7.64156444126097,47.71,0.348676068889954,3.11669864341482,0.693147180559945,0.882,9.63996878188277,0.079,10.2126522006744,0.47,36,0.103256269950052
"93","AGO",1998,"Sub-Saharan Africa","0",0,0,0,"0","0","1","0","1","0","1","1",0,0,2,1,-6,7.57095858316901,46.525,0.346945274814328,3.03632547782253,0,0.882,9.60717810440661,0.079,10.2592360524581,0.47,36,0.038890091368558
"94","AGO",1997,"Sub-Saharan Africa","0",0,0,0,"1","0","1","1","0","0","1","0",0,0,2,1,-7,7.47533923656674,45.346,0.345371270683798,2.95516816093179,0,0.882,9.57382653182893,0.079,10.2609696006786,0.47,48,0.0129984277491426
"95","AGO",1996,"Sub-Saharan Africa","0",0,0,0,"0","0","1","0","0","0","0","0",0,0,2,1,-8,7.32448997934853,44.169,0.344170874408478,2.87299127166571,0,0.882,9.54052520566815,0.079,10.1681291449996,0.47,15,-0.00965127741115932
"96","AGO",1995,"Sub-Saharan Africa","0",0,0,0,"0","0","0","0","0","0","1","0",0,0,2,1,-9,7.16162200293919,43,0.343480652158172,2.79076548274808,0,0.882,9.5076284833462,0.079,10.0728927173969,0.47,51,-0.0386759836332139
"97","AGO",1994,"Sub-Saharan Africa","0",0,0,0,"0","0","1","0","1","0","1","1",0,0,2,1,-10,7.12528309151071,41.511,0.343266148259321,2.70777808907792,0,0.882,9.47564411961907,0.079,10.0047050678076,0.47,27,-0.045943765918909
"98","AGO",1993,"Sub-Saharan Africa","0",0,0,0,"1","0","1","1","1","0","1","0",0,0,2,1,-6,7.37650812632622,40.039,0.343558793082008,2.62292635959104,0,0.882,9.44402869129217,0.073,10.1265612614114,0.47,29,0.0274586305092829
"99","AGO",1992,"Sub-Saharan Africa","0",0,0,0,"1","0","1","0","1","1","1","1",0,0,2,1,2,7.41034709782102,38.58,0.344438463837384,2.53646474816284,0,0.812,9.41154015017665,0.077,10.0568064007731,0.47,43,0.0524002707841913
"100","AGO",1991,"Sub-Saharan Africa","0",1,0,0,"1","1","1","1","1","0","1","1",0,0,1,1,-7,7.37274636640433,37.144,0.345788898022222,2.44884828508376,2.77258872223978,0.812,9.37827877705123,0.078,10.0427045638546,0.47,49,0.0217432447009598
"101","AGO",1990,"Sub-Saharan Africa","0",0,0,0,"1","0","1","1","1","1","1","1",0,0,1,1,-7,7.35500192110526,35.731,0.34746807945022,2.36002602101626,2.70805020110221,0.812,9.3448273828521,0.078,10.0440815399701,0.47,49,0.0154126696319191
"102","AGO",1989,"Sub-Saharan Africa","0",0,0,0,"1","1","1","1","0","0","0","1",0,0,1,1,-7,7.35500192110526,34.343,0.349511751998717,2.27053643775191,2.63905732961526,0.812,9.31111382814434,0.078,10.063471897687,0.47,49,0.0109058213674915
"103","AGO",1988,"Sub-Saharan Africa","0",0,0,0,"0","0","0","1","0","0","1","0",0,0,1,1,-7,7.23921497377981,32.978,0.351842754827151,2.18075609188884,2.56494935746154,0.812,9.27744344558611,0.078,9.85420381658018,0.47,49,-0.0251930304482414
"104","AGO",1987,"Sub-Saharan Africa","0",0,0,0,"0","0","1","0","0","0","1","1",0,0,1,1,-7,7.14834574390007,31.643,0.354355727069854,2.09138275510152,2.484906649788,0.761,9.24305665983748,0.078,9.65980552325403,0.47,49,-0.0570641592532201
